17682	11080	0.818181818181818
2734	14639	0.636363636363636
5055	18913	0.545454545454545
8043	16343	0.363636363636364
17276	4396	0.636363636363636
5259	1360	0.909090909090909
17728	3621	0.545454545454545
1185	5568	0.545454545454545
3586	19929	0.818181818181818
13995	16526	0.272727272727273
8748	2716	0.0909090909090909
7943	18110	0.545454545454545
970	1872	0.818181818181818
11979	11974	0.909090909090909
10558	205	0.0909090909090909
10140	4033	0.636363636363636
7576	17246	0.363636363636364
1837	2161	0.272727272727273
16925	8183	0.818181818181818
8511	18681	0.636363636363636
4300	6104	0.636363636363636
7139	3501	0.0909090909090909
18114	16114	0.0909090909090909
15781	14030	0.545454545454545
4683	9584	0.454545454545455
5596	7849	0.636363636363636
3794	7454	0.0909090909090909
13696	6009	0.272727272727273
3923	19944	0.363636363636364
18251	3675	0.0909090909090909
5296	4158	0.545454545454545
3334	14702	0.818181818181818
7365	16966	0.272727272727273
5175	6963	0.636363636363636
4164	1982	0.636363636363636
15888	11397	0.272727272727273
16666	5172	0.727272727272727
9994	8644	0.363636363636364
3469	11993	0.909090909090909
18734	18409	0.727272727272727
4859	1700	0.363636363636364
1944	374	0.363636363636364
14554	1297	0.636363636363636
17556	6042	0.909090909090909
18356	4652	0.272727272727273
19639	11142	0.818181818181818
4999	8724	0.454545454545455
2380	15894	0.727272727272727
6025	17456	0.363636363636364
3569	5931	0.636363636363636
10269	1896	0.272727272727273
17447	19916	0.727272727272727
11728	16999	0.181818181818182
8698	14223	0.818181818181818
2071	15662	0.545454545454545
15802	16951	0.727272727272727
12870	2209	0.0909090909090909
14360	14547	0.454545454545455
14497	16525	0.272727272727273
3416	1963	0.181818181818182
7183	11766	0.181818181818182
17132	17903	0.636363636363636
2198	17007	0.363636363636364
6353	7243	0.363636363636364
18829	11598	0.0909090909090909
15943	10359	0.363636363636364
16348	13530	0.818181818181818
16509	14351	0.454545454545455
11813	11714	0.636363636363636
15995	3354	0.363636363636364
18130	14924	0.454545454545455
579	19588	0.181818181818182
12938	17968	0.181818181818182
8963	10845	0.727272727272727
6006	11488	0.727272727272727
1377	17734	0.909090909090909
16788	1434	0.818181818181818
12275	8821	0.0909090909090909
6299	13728	0.636363636363636
19881	16157	0.272727272727273
8747	12435	0.818181818181818
14610	4666	0.454545454545455
16077	4094	0.0909090909090909
19446	7048	0.818181818181818
171	6159	0.727272727272727
17434	913	0.363636363636364
17274	16958	0.909090909090909
17581	8710	0.0909090909090909
9196	15617	0.818181818181818
5773	3803	0.909090909090909
18966	873	0.545454545454545
6682	3770	0.727272727272727
5714	5695	0.636363636363636
4732	12912	0.181818181818182
3359	3956	0.818181818181818
16522	16082	0.727272727272727
12495	15377	0.545454545454545
2343	10686	0.545454545454545
17487	12124	0.909090909090909
4068	10853	0.454545454545455
16112	13262	0.545454545454545
10305	11581	0.0909090909090909
8652	9088	0.0909090909090909
10500	1730	0.636363636363636
3726	836	0.545454545454545
511	19789	0.636363636363636
14365	2090	0.272727272727273
13872	3621	0.0909090909090909
14519	18470	0.363636363636364
2003	282	0.636363636363636
15734	14912	0.909090909090909
10688	2005	0.454545454545455
